,device_brand,5g,internal_memory,ram,battery,price
635,11,0,32.0,4.0,2980.0,25296
636,11,0,32.0,4.0,2980.0,17856
637,11,0,32.0,4.0,2100.0,25730
638,11,0,32.0,4.0,2100.0,24738
639,11,0,32.0,4.0,2400.0,26102
640,11,0,16.0,4.0,2000.0,24304
641,11,0,32.0,4.0,2000.0,26412
642,4,0,64.0,4.0,3969.0,30566
643,4,0,64.0,4.0,5124.0,29698
644,4,0,1024.0,4.0,9720.0,35960
645,4,0,1024.0,4.0,7812.0,38130
646,4,0,64.0,4.0,3174.0,34534
647,4,0,64.0,4.0,2658.0,34596
648,4,0,64.0,4.0,2942.0,34038
649,4,0,32.0,4.0,5493.0,30504
650,4,0,64.0,4.0,2716.0,28024
651,4,0,64.0,4.0,2691.0,32054
652,4,0,64.0,4.0,1821.0,31744
653,4,0,64.0,4.0,2256.0,35650
654,4,0,64.0,4.0,8134.0,32798
655,4,0,32.0,4.0,8827.0,28892
656,4,0,32.0,4.0,2900.0,29450
657,4,0,32.0,4.0,1960.0,29016
658,4,0,32.0,4.0,7306.0,33294
659,4,0,16.0,4.0,1624.0,27466
660,4,0,16.0,4.0,2750.0,28706
661,4,0,16.0,4.0,1715.0,32054
662,4,0,32.0,4.0,3937.0,34410
663,4,0,16.0,4.0,5124.0,27652
664,4,0,16.0,4.0,7340.0,28458
665,4,0,16.0,4.0,6470.0,27094
666,4,0,16.0,4.0,2915.0,26350
667,4,0,16.0,4.0,1810.0,24366
668,4,0,16.0,4.0,8600.0,28644
669,4,0,16.0,4.0,6470.0,27404
670,4,0,16.0,4.0,1560.0,23994
671,4,0,32.0,4.0,1510.0,28892
672,11,0,128.0,4.0,3400.0,28334
673,11,0,32.0,4.0,5000.0,27342
674,11,0,64.0,4.0,3000.0,26536
675,11,0,32.0,4.0,2800.0,26846
676,11,0,16.0,4.0,4000.0,24614
677,11,0,128.0,4.0,3100.0,29016
678,11,0,128.0,4.0,3000.0,32550
679,11,0,64.0,4.0,6600.0,32364
680,11,0,64.0,4.0,2950.0,31310
681,11,0,16.0,4.0,3000.0,25482
682,11,0,32.0,4.0,3000.0,26288
683,11,0,32.0,4.0,3500.0,27404
684,11,0,16.0,4.0,3000.0,28582
685,11,0,16.0,4.0,2400.0,26784
686,11,0,64.0,4.0,2950.0,29884
687,11,0,32.0,4.0,2100.0,26226
688,11,0,32.0,4.0,2000.0,26660
689,11,0,16.0,4.0,2700.0,26784
690,11,0,16.0,4.0,1700.0,22630
691,11,0,32.0,4.0,3500.0,26846
692,11,0,16.0,4.0,2800.0,27404
693,11,0,32.0,4.0,2000.0,24924
694,11,0,16.0,4.0,1400.0,20646
695,11,0,32.0,4.0,2000.0,27714
696,11,0,16.0,4.0,1850.0,23684
697,11,0,32.0,4.0,4000.0,29264
698,11,0,64.0,4.0,4000.0,27652
699,11,0,32.0,4.0,4000.0,27156
700,11,0,16.0,4.0,3000.0,26040
701,11,0,128.0,4.0,4000.0,28582
702,11,0,32.0,4.0,3000.0,25978
703,11,0,64.0,4.0,5000.0,27218
704,11,0,256.0,4.0,3300.0,29264
705,11,0,64.0,4.0,3300.0,31930
706,11,0,64.0,4.0,3300.0,28148
707,11,0,32.0,4.0,4000.0,28334
708,11,0,64.0,4.0,4130.0,27652
709,11,0,64.0,4.0,3600.0,30566
710,11,0,64.0,4.0,3300.0,30938
711,11,0,16.0,4.0,3000.0,28334
712,11,0,32.0,4.0,3000.0,27900
713,11,0,64.0,4.0,3000.0,28520
714,11,0,64.0,4.0,3000.0,28520
715,11,0,32.0,4.0,4100.0,28954
716,11,0,32.0,4.0,5000.0,29326
717,11,0,32.0,4.0,5000.0,30938
718,11,0,32.0,4.0,5000.0,26908
719,11,0,64.0,4.0,4680.0,30008
720,11,0,16.0,4.0,3000.0,27590
721,11,0,16.0,4.0,2650.0,25296
722,11,0,32.0,4.0,5000.0,26350
723,11,0,32.0,4.0,7800.0,32054
724,11,0,64.0,4.0,3300.0,31186
725,11,0,32.0,4.0,5000.0,30752
726,11,0,32.0,4.0,3480.0,25296
727,11,0,32.0,4.0,4680.0,29946
728,11,0,16.0,4.0,2600.0,25606
729,11,0,32.0,4.0,4100.0,27218
730,11,0,64.0,4.0,3000.0,27652
731,11,0,32.0,4.0,7800.0,31558
732,11,0,32.0,4.0,5900.0,31000
733,11,0,32.0,4.0,4130.0,27776
734,11,0,16.0,4.0,3000.0,26846
735,11,0,64.0,4.0,2600.0,30442
736,11,0,32.0,4.0,4100.0,27156
737,11,0,32.0,4.0,4600.0,31310
738,11,0,64.0,4.0,3000.0,29388
739,11,0,64.0,4.0,3000.0,28954
740,11,0,32.0,4.0,5000.0,27528
741,11,0,32.0,4.0,2070.0,23994
742,11,0,32.0,4.0,2070.0,23684
743,11,0,16.0,4.0,3010.0,26102
744,11,0,16.0,4.0,2500.0,24676
745,11,0,32.0,4.0,1600.0,23684
746,11,0,16.0,4.0,2070.0,24738
747,11,0,16.0,4.0,3000.0,27404
748,11,0,32.0,4.0,3000.0,29636
749,11,0,32.0,4.0,4890.0,29636
750,11,0,32.0,4.0,2070.0,23560
751,11,0,32.0,4.0,5000.0,28830
752,11,0,64.0,4.0,3000.0,29698
753,11,0,16.0,4.0,3000.0,27590
754,11,0,16.0,4.0,3000.0,26660
755,11,0,32.0,4.0,3000.0,28830
756,11,0,32.0,4.0,2040.0,26970
757,11,0,32.0,4.0,2400.0,27590
758,11,0,16.0,4.0,3500.0,28272
759,11,0,32.0,4.0,2500.0,25978
760,11,0,32.0,4.0,3030.0,26846
761,11,0,32.0,4.0,4000.0,28024
762,11,0,32.0,4.0,3450.0,25606
763,11,0,16.0,4.0,3000.0,29946
764,11,0,16.0,4.0,2500.0,23374
765,11,0,16.0,4.0,3000.0,28148
766,11,0,16.0,4.0,3000.0,29450
767,11,0,32.0,4.0,3950.0,29140
768,11,0,32.0,4.0,2100.0,22754
769,11,0,32.0,4.0,3950.0,27962
770,11,0,16.0,4.0,3000.0,26474
771,11,0,32.0,4.0,2500.0,25854
772,11,0,1024.0,4.0,2500.0,21824
773,11,0,32.0,4.0,5000.0,29264
774,11,0,32.0,4.0,2060.0,26102
775,11,0,16.0,4.0,3950.0,25978
776,11,0,16.0,4.0,3950.0,26164
777,11,0,32.0,4.0,2110.0,27218
778,11,0,32.0,4.0,1750.0,24614
779,11,0,16.0,4.0,4000.0,28458
780,11,0,16.0,4.0,4000.0,27838
781,11,0,32.0,4.0,3950.0,26970
782,11,0,32.0,4.0,2865.0,27094
783,11,0,32.0,4.0,2865.0,25730
784,11,0,32.0,4.0,2865.0,26350
785,11,0,16.0,4.0,6600.0,32612
786,11,0,32.0,4.0,5000.0,29822
787,11,0,16.0,4.0,3910.0,25234
788,11,0,16.0,4.0,2300.0,27714
789,11,0,16.0,4.0,2300.0,29140
790,11,0,16.0,4.0,2400.0,26288
791,11,0,1024.0,4.0,1820.0,34038
792,11,0,16.0,4.0,3230.0,27342
793,11,0,16.0,4.0,3300.0,28272
794,11,0,32.0,4.0,2110.0,23250
795,11,0,32.0,4.0,2110.0,26350
796,11,0,16.0,4.0,2865.0,24862
797,11,0,32.0,4.0,2060.0,27032
798,11,0,32.0,4.0,1170.0,26536
799,11,0,16.0,4.0,1500.0,28458
800,11,0,16.0,4.0,2400.0,32116
801,11,0,32.0,4.0,5070.0,28458
802,11,0,16.0,4.0,3950.0,27652
803,11,0,32.0,4.0,3950.0,28396
804,11,0,16.0,4.0,3950.0,27280
805,11,0,16.0,4.0,3200.0,29326
806,11,0,32.0,4.0,3950.0,32674
807,11,0,32.0,4.0,3950.0,26784
808,11,0,16.0,4.0,3950.0,26474
809,11,0,32.0,4.0,4270.0,26164
810,11,0,32.0,4.0,2400.0,35278
811,11,0,16.0,4.0,3950.0,30876
812,11,0,32.0,4.0,4270.0,25792
813,11,0,32.0,4.0,5000.0,30752
814,11,0,16.0,4.0,1840.0,24304
815,11,0,16.0,4.0,2520.0,25544
816,11,0,16.0,4.0,2100.0,26536
817,11,0,16.0,4.0,2000.0,24366
818,11,0,32.0,4.0,3000.0,25172
819,11,0,64.0,4.0,4000.0,29078
820,11,0,64.0,4.0,4000.0,30628
821,11,0,64.0,4.0,3500.0,25420
822,11,0,32.0,4.0,4000.0,28334
823,11,0,32.0,4.0,3000.0,27714
824,11,0,64.0,4.0,3500.0,29016
825,11,0,32.0,4.0,3000.0,31000
826,11,0,16.0,4.0,2610.0,26908
827,11,0,32.0,4.0,3410.0,27962
828,11,0,16.0,4.0,2800.0,25296
829,11,0,16.0,4.0,2500.0,26350
830,11,0,64.0,4.0,2100.0,26102
831,11,0,32.0,4.0,3450.0,26846
832,11,0,16.0,4.0,2515.0,23498
833,11,0,32.0,4.0,2500.0,23126
834,11,0,64.0,4.0,1800.0,28148
835,11,0,16.0,4.0,2880.0,25296
836,11,0,512.0,0.25,1450.0,30070
837,11,0,32.0,4.0,2180.0,22320
838,11,0,16.0,4.0,1800.0,24862
839,11,0,16.0,4.0,2100.0,24552
840,11,0,16.0,4.0,4180.0,25048
841,11,0,64.0,4.0,3180.0,28210
842,11,0,64.0,4.0,6180.0,27404
843,11,0,16.0,4.0,2800.0,19778
844,11,0,16.0,4.0,2800.0,25606
845,11,0,32.0,4.0,2800.0,18848
846,11,0,16.0,4.0,3000.0,25358
847,11,0,64.0,4.0,3000.0,29202
848,11,0,16.0,4.0,2000.0,24242
849,11,0,32.0,4.0,3150.0,28148
850,11,0,64.0,4.0,3500.0,28768
851,11,0,32.0,4.0,3000.0,26288
852,11,0,32.0,4.0,5000.0,24738
853,11,0,16.0,4.0,2000.0,24242
854,11,0,32.0,4.0,2100.0,24180
855,11,0,16.0,4.0,2100.0,23684
856,11,0,16.0,4.0,3200.0,25730
857,11,0,32.0,4.0,2200.0,26970
858,11,0,32.0,4.0,3000.0,27094
859,11,0,16.0,4.0,1400.0,18972
860,11,0,32.0,4.0,2200.0,26412
861,11,0,16.0,4.0,2000.0,24800
862,11,0,16.0,4.0,1800.0,23498
863,11,0,16.0,4.0,2300.0,27218
864,11,0,32.0,4.0,2000.0,24924
865,11,0,32.0,4.0,2500.0,29078
866,11,0,16.0,4.0,3000.0,24986
867,11,0,16.0,4.0,1800.0,20460
868,11,0,512.0,0.25,1300.0,20212
869,11,0,16.0,4.0,2000.0,26226
870,11,0,16.0,4.0,2100.0,23002
871,11,0,16.0,4.0,2350.0,24366
872,11,0,16.0,4.0,3000.0,26164
873,11,0,16.0,4.0,2000.0,25110
874,11,0,32.0,4.0,4500.0,27466
875,11,0,16.0,4.0,1800.0,23312
876,11,0,16.0,4.0,2000.0,27900
877,11,0,16.0,4.0,2000.0,26288
878,11,0,16.0,4.0,1800.0,22196
879,11,0,32.0,4.0,2020.0,26164
880,11,0,16.0,4.0,2000.0,22444
881,11,0,16.0,4.0,1600.0,22754
882,11,0,16.0,4.0,2500.0,24800
883,11,0,16.0,4.0,2250.0,22692
884,11,0,128.0,0.25,820.0,13702
885,11,0,32.0,0.25,820.0,9486
886,11,0,32.0,0.25,820.0,14446
887,11,0,16.0,4.0,2000.0,22010
888,11,0,16.0,4.0,1500.0,19902
889,11,0,512.0,0.25,1000.0,16802
890,11,0,16.0,4.0,2000.0,23808
891,11,0,16.0,4.0,1600.0,24056
892,11,0,16.0,4.0,2800.0,26474
893,11,0,16.0,4.0,2000.0,24862
894,11,0,16.0,4.0,2000.0,24304
895,11,0,512.0,0.25,1500.0,21080
896,11,0,64.0,0.25,1400.0,16740
897,11,0,32.0,0.25,820.0,15252
898,11,0,64.0,0.25,620.0,13826
899,11,0,16.0,4.0,2600.0,25978
900,11,0,16.0,4.0,2000.0,25978
901,11,0,16.0,4.0,1800.0,22196
902,11,0,16.0,4.0,2200.0,24800
903,11,0,16.0,4.0,2800.0,27342
904,11,0,16.0,4.0,1800.0,25730
905,11,0,16.0,4.0,1800.0,26226
906,11,0,128.0,4.0,3100.0,31496
907,11,0,64.0,4.0,3100.0,28334
908,11,0,64.0,4.0,3400.0,27652
909,11,0,64.0,4.0,3100.0,27714
910,11,0,16.0,4.0,3100.0,26536
911,11,0,32.0,4.0,3100.0,26474
912,11,0,64.0,4.0,3400.0,29264
913,11,0,64.0,4.0,3100.0,27962
914,11,0,64.0,4.0,3100.0,29636
915,11,0,32.0,4.0,3100.0,28644
916,11,0,16.0,4.0,3080.0,25110
917,11,0,16.0,4.0,3080.0,28520
918,11,0,32.0,4.0,3050.0,28830
919,11,0,16.0,4.0,3200.0,26908
920,11,0,16.0,4.0,2850.0,28520
921,11,0,16.0,4.0,2900.0,27466
922,11,0,16.0,4.0,3120.0,29326
923,11,0,16.0,4.0,3620.0,29512
924,11,0,32.0,4.0,2470.0,25544
925,11,0,16.0,4.0,7280.0,27776
926,11,0,16.0,4.0,1800.0,25172
927,11,0,16.0,4.0,2300.0,23870
928,11,0,32.0,4.0,5000.0,30752
929,11,0,16.0,4.0,4000.0,26040
930,11,0,64.0,4.0,4500.0,29574
931,11,0,32.0,4.0,3800.0,32612
932,11,0,32.0,4.0,3000.0,29822
933,11,0,16.0,4.0,3000.0,28582
934,11,0,24.0,4.0,1000.0,19530
935,11,0,32.0,4.0,2630.0,26660
936,11,0,16.0,4.0,2000.0,21576
937,11,0,128.0,0.25,1150.0,25668
938,11,0,16.0,4.0,1300.0,19778
939,11,0,16.0,4.0,1400.0,22692
940,11,0,16.0,4.0,1400.0,21638
941,11,0,16.0,4.0,1400.0,22630
942,11,0,16.0,4.0,1400.0,25296
943,11,0,32.0,4.0,1400.0,24490
944,11,0,512.0,0.25,1400.0,18724
945,11,0,16.0,4.0,2000.0,21886
946,11,0,512.0,4.0,1400.0,16616
947,11,0,16.0,4.0,1400.0,22878
948,11,0,16.0,4.0,1400.0,23250
949,11,0,16.0,4.0,1400.0,23312
950,11,0,512.0,0.25,1400.0,18042
951,11,0,256.0,0.25,1200.0,15252
952,11,0,256.0,0.25,1800.0,14446
953,11,0,256.0,0.25,1400.0,12772
954,11,0,256.0,0.25,1400.0,13888
955,11,0,256.0,0.25,1400.0,14322
956,11,0,16.0,4.0,1400.0,24118
957,11,0,512.0,0.25,1400.0,17360
958,11,0,256.0,0.25,1400.0,19282
959,11,0,256.0,0.25,1400.0,17856
960,11,0,16.0,4.0,1400.0,24986
961,11,0,512.0,0.25,1400.0,19654
962,11,0,256.0,0.25,1400.0,26722
963,11,0,256.0,0.25,1200.0,17670
964,11,0,256.0,0.25,1200.0,17794
965,11,0,256.0,0.25,1800.0,14570
966,11,0,256.0,0.25,1500.0,15004
967,11,0,256.0,0.25,1400.0,16244
968,11,0,256.0,0.25,3000.0,15996
969,11,0,256.0,0.25,1400.0,26846
970,11,0,256.0,0.25,1400.0,27838
971,11,0,256.0,0.25,1400.0,25916
972,11,0,64.0,4.0,4000.0,28706
973,11,0,64.0,4.0,3200.0,28272
974,11,0,16.0,4.0,2500.0,25606
975,11,0,64.0,4.0,4060.0,27528
976,11,0,16.0,4.0,2500.0,28024
977,11,0,128.0,4.0,4070.0,28086
978,11,0,16.0,4.0,3050.0,26226
979,11,0,32.0,4.0,4010.0,28210
980,11,0,16.0,4.0,2500.0,26040
981,11,0,16.0,4.0,2500.0,26040
982,11,0,16.0,4.0,2500.0,25668
983,11,0,16.0,4.0,3000.0,25420
984,11,0,64.0,4.0,2800.0,30442
985,11,0,32.0,4.0,2000.0,25048
986,11,0,16.0,4.0,1800.0,26474
987,11,0,16.0,4.0,2500.0,26040
988,11,0,16.0,4.0,3000.0,25606
989,11,0,32.0,4.0,2500.0,28458
990,11,0,32.0,4.0,2500.0,26908
991,11,0,32.0,4.0,1800.0,26288
992,11,0,32.0,4.0,7000.0,30752
993,11,0,16.0,4.0,5900.0,28830
994,11,0,16.0,4.0,4100.0,26474
995,11,0,16.0,4.0,4100.0,23746
996,11,0,256.0,4.0,3400.0,36084
997,11,0,16.0,4.0,4000.0,25668
998,11,0,32.0,4.0,4000.0,27280
999,11,0,16.0,4.0,3000.0,27218
1000,11,0,32.0,0.25,3100.0,20274
1001,11,0,32.0,4.0,2000.0,26412
1002,11,0,32.0,4.0,4000.0,31992
1003,11,0,64.0,4.0,4500.0,30566
1004,11,0,16.0,4.0,5000.0,28582
1005,11,0,32.0,4.0,3000.0,27342
1006,11,0,32.0,4.0,2000.0,24614
1007,11,0,16.0,4.0,4000.0,30318
1008,11,0,32.0,4.0,1500.0,20088
1009,11,0,32.0,4.0,1000.0,20150
1010,11,0,16.0,4.0,1300.0,18910
1011,11,0,32.0,4.0,2100.0,24986
1012,11,0,32.0,4.0,1600.0,24056
1013,11,0,32.0,4.0,2000.0,24118
1014,11,0,32.0,4.0,2000.0,27962
1015,11,0,16.0,4.0,1400.0,24676
1016,11,0,32.0,4.0,2500.0,26970
1017,11,0,16.0,4.0,1400.0,24180
1018,11,0,16.0,4.0,2000.0,25668
1019,11,0,16.0,4.0,1700.0,22692
1020,11,0,16.0,4.0,2000.0,27838
1021,11,0,16.0,4.0,1900.0,26350
1022,11,0,16.0,4.0,1700.0,27776
1023,11,0,16.0,4.0,1500.0,25668
1024,11,0,16.0,4.0,2670.0,26970
1025,11,0,64.0,4.0,3600.0,30380
1026,11,0,64.0,4.0,3410.0,30752
1027,11,0,32.0,4.0,3030.0,29636
1028,11,0,128.0,4.0,5000.0,30938
1029,11,0,64.0,4.0,5000.0,30256
1030,11,0,64.0,4.0,4000.0,27094
1031,11,0,64.0,4.0,6020.0,30938
1032,11,0,64.0,4.0,4550.0,29884
1033,11,0,64.0,4.0,4010.0,28334
1034,11,0,32.0,4.0,4000.0,26412
1035,11,0,128.0,4.0,7000.0,35154
1036,11,0,16.0,4.0,4000.0,25978
1037,11,0,16.0,4.0,2300.0,26722
1038,11,0,64.0,4.0,3000.0,27652
1039,11,0,32.0,4.0,3065.0,26970
1040,11,0,32.0,4.0,3150.0,28768
1041,11,0,64.0,4.0,3130.0,31000
1042,11,0,32.0,4.0,1800.0,23188
1043,11,0,64.0,4.0,2530.0,31434
1044,11,0,64.0,4.0,3000.0,31992
1045,11,0,16.0,4.0,4000.0,25978
1046,11,0,16.0,4.0,5000.0,26598
1047,11,0,64.0,4.0,5020.0,26846
1048,11,0,32.0,4.0,4000.0,27900
1049,11,0,16.0,4.0,2000.0,22134
1050,11,0,32.0,4.0,3150.0,29760
1051,11,0,16.0,4.0,2400.0,25606
1052,11,0,64.0,4.0,3500.0,33170
1053,11,0,16.0,4.0,5000.0,28148
1054,11,0,32.0,4.0,6020.0,31000
1055,11,0,32.0,4.0,1800.0,24056
1056,11,0,16.0,4.0,2700.0,30380
1057,11,0,32.0,4.0,5000.0,25792
1058,11,0,16.0,4.0,2050.0,25916
1059,11,0,32.0,4.0,1950.0,24986
1060,11,0,32.0,4.0,1800.0,24118
1061,11,0,16.0,4.0,2300.0,29636
1062,11,0,16.0,4.0,1800.0,27652
1063,11,0,16.0,4.0,2500.0,28706
1064,11,0,32.0,4.0,2000.0,27342
1065,11,0,16.0,4.0,2000.0,27032
1066,11,0,16.0,4.0,1800.0,23932
1067,11,0,16.0,4.0,4200.0,22816
1068,11,0,16.0,4.0,3200.0,26350
1069,11,0,16.0,4.0,2250.0,22692
1070,11,0,16.0,4.0,3000.0,24366
1071,11,0,16.0,4.0,2100.0,23188
1072,11,0,16.0,4.0,1700.0,20894
1073,11,0,16.0,4.0,1700.0,20708
1074,11,0,512.0,0.25,1500.0,19220
1075,11,0,16.0,4.0,1700.0,21514
1076,11,0,16.0,4.0,1500.0,20646
1077,11,0,16.0,4.0,1800.0,23622
1078,11,0,16.0,4.0,1800.0,21886
1079,11,0,16.0,4.0,2100.0,26908
1080,5,0,64.0,4.0,3430.0,34534
1081,5,0,64.0,4.0,2915.0,27652
1082,5,0,64.0,4.0,2700.0,29884
1083,5,0,64.0,4.0,3520.0,32488
1084,5,0,32.0,4.0,3450.0,31248
1085,5,0,32.0,4.0,2770.0,28272
1086,5,0,32.0,4.0,9240.0,31186
1087,11,0,32.0,4.0,3000.0,25854
1088,10,0,256.0,4.0,3400.0,32860
1089,10,0,128.0,4.0,3400.0,30814
1090,10,0,64.0,4.0,3020.0,29636
1091,10,0,64.0,4.0,5100.0,29636
1092,10,0,256.0,4.0,4000.0,33542
1093,10,0,128.0,4.0,3500.0,31806
1094,10,0,128.0,4.0,3500.0,30318
1095,10,0,32.0,4.0,3020.0,26474
1096,10,0,64.0,4.0,3400.0,29388
1097,10,0,32.0,4.0,4000.0,26970
1098,10,0,64.0,4.0,3750.0,30752
1099,10,0,64.0,4.0,5000.0,28768
1100,10,0,128.0,4.0,5000.0,29078
1101,10,0,64.0,4.0,3000.0,30566
1102,10,0,64.0,4.0,3750.0,31434
1103,10,0,16.0,4.0,3020.0,27280
1104,10,0,64.0,4.0,3400.0,32860
1105,10,0,32.0,4.0,3000.0,26288
1106,10,0,32.0,4.0,3000.0,27776
1107,10,0,64.0,4.0,3000.0,28954
1108,10,0,64.0,4.0,3340.0,29822
1109,10,0,128.0,4.0,3750.0,29016
1110,10,0,32.0,4.0,3000.0,28520
1111,10,0,64.0,4.0,3200.0,27714
1112,10,0,32.0,4.0,3020.0,25854
1113,10,0,64.0,4.0,4000.0,29884
1114,10,0,64.0,4.0,2900.0,29946
1115,10,0,32.0,4.0,3500.0,29202
1116,10,0,16.0,4.0,4800.0,26970
1117,10,0,64.0,4.0,3300.0,29140
1118,10,0,16.0,4.0,3100.0,26598
1119,10,0,32.0,4.0,4500.0,27404
1120,10,0,32.0,4.0,3000.0,29698
1121,10,0,16.0,4.0,2200.0,27404
1122,10,0,16.0,4.0,3300.0,28458
1123,10,0,16.0,4.0,4000.0,27590
1124,10,0,16.0,4.0,3000.0,27652
1125,10,0,32.0,4.0,3100.0,29512
1126,10,0,16.0,4.0,3100.0,27280
1127,10,0,32.0,4.0,1730.0,24056
1128,10,0,32.0,4.0,2550.0,26722
1129,10,0,16.0,4.0,3600.0,26784
1130,10,0,32.0,4.0,3000.0,28334
1131,10,0,16.0,4.0,2000.0,24676
1132,10,0,32.0,4.0,2000.0,23870
1133,10,0,16.0,4.0,2000.0,23994
1134,10,0,16.0,4.0,3100.0,28768
1135,10,0,32.0,4.0,3000.0,25668
1136,10,0,32.0,4.0,2300.0,27900
1137,10,0,32.0,4.0,3000.0,27838
1138,10,0,32.0,4.0,2300.0,25730
1139,10,0,32.0,4.0,2150.0,27218
1140,11,0,64.0,4.0,4150.0,33604
1141,11,0,32.0,4.0,2500.0,32426
1142,11,0,16.0,4.0,8380.0,31992
1143,11,0,16.0,4.0,5900.0,30008
1144,11,0,16.0,4.0,3000.0,25110
1145,11,0,32.0,4.0,3000.0,27838
1146,11,0,32.0,4.0,2800.0,25916
1147,11,0,16.0,4.0,3800.0,26598
1148,11,0,16.0,4.0,5000.0,31372
1149,11,0,16.0,4.0,4100.0,28582
1150,11,0,16.0,4.0,3000.0,27590
1151,11,0,16.0,4.0,7000.0,31124
1152,11,0,16.0,4.0,4100.0,27404
1153,11,0,32.0,4.0,4000.0,27218
1154,11,0,32.0,4.0,2000.0,27342
1155,11,0,64.0,4.0,3075.0,29450
1156,11,0,128.0,4.0,3600.0,28892
1157,11,0,64.0,4.0,3500.0,33542
1158,11,0,32.0,4.0,2965.0,29760
1159,11,0,32.0,4.0,2730.0,25172
1160,11,0,64.0,4.0,3930.0,31496
1161,11,0,128.0,4.0,3930.0,28892
1162,11,0,64.0,4.0,2600.0,28892
1163,11,0,128.0,4.0,3000.0,31558
1164,11,0,32.0,4.0,3000.0,27218
1165,11,0,64.0,4.0,3000.0,30442
1166,11,0,64.0,4.0,2500.0,29636
1167,11,0,32.0,4.0,3200.0,28644
1168,11,0,16.0,4.0,2200.0,24800
1169,11,0,64.0,4.0,3000.0,29202
1170,11,0,32.0,4.0,2700.0,27900
1171,11,0,32.0,4.0,2300.0,28272
1172,11,0,32.0,4.0,2800.0,28148
1173,11,0,32.0,4.0,2200.0,26350
1174,11,0,16.0,4.0,2840.0,28210
1175,11,0,32.0,4.0,2800.0,27466
1176,11,0,16.0,4.0,2840.0,28272
1177,11,0,32.0,4.0,3000.0,25854
1178,11,0,32.0,4.0,3000.0,29388
1179,11,0,16.0,4.0,2700.0,27838
1180,11,0,16.0,4.0,2200.0,28520
1181,11,0,16.0,4.0,2200.0,25420
1182,11,0,32.0,4.0,2000.0,23870
1183,11,0,32.0,4.0,3000.0,30256
1184,11,0,16.0,4.0,2840.0,25606
1185,11,0,16.0,4.0,2800.0,29326
1186,11,0,16.0,4.0,2800.0,28396
1187,11,0,16.0,4.0,2600.0,25482
1188,11,0,32.0,4.0,2700.0,29140
1189,11,0,16.0,4.0,2150.0,28892
1190,11,0,32.0,4.0,2840.0,27280
1191,11,0,32.0,4.0,2000.0,26350
1192,11,0,32.0,4.0,2000.0,24428
1193,11,0,32.0,4.0,2840.0,29822
1194,11,0,16.0,4.0,2600.0,25668
1195,11,0,32.0,4.0,2000.0,26164
1196,11,0,32.0,4.0,2840.0,30256
1197,11,0,16.0,4.0,2840.0,30504
1198,11,0,32.0,4.0,2800.0,30876
1199,11,0,16.0,4.0,2800.0,25792
1200,11,0,32.0,4.0,2840.0,30566
1201,11,0,16.0,4.0,2600.0,25792
1202,11,0,32.0,4.0,2000.0,25048
1203,11,0,16.0,4.0,2000.0,26226
1204,11,0,32.0,4.0,2000.0,25420
1205,11,0,16.0,4.0,2600.0,28334
1206,11,0,32.0,4.0,2100.0,23560
1207,11,0,32.0,4.0,2100.0,26350
1208,11,0,32.0,4.0,2100.0,25668
1209,11,0,16.0,4.0,6700.0,31310
1210,11,0,32.0,4.0,2600.0,27590
1211,11,0,16.0,4.0,2600.0,27652
1212,11,0,16.0,4.0,2400.0,27652
1213,11,0,32.0,4.0,2040.0,27714
1214,11,0,16.0,4.0,2600.0,28954
1215,11,0,16.0,4.0,2600.0,27156
1216,11,0,16.0,4.0,2600.0,26226
1217,11,0,16.0,4.0,2600.0,29512
1218,11,0,32.0,4.0,2100.0,26040
1219,11,0,32.0,4.0,2600.0,25792
1220,11,0,32.0,4.0,2600.0,29326
1221,11,0,16.0,4.0,2700.0,25916
1222,11,0,16.0,4.0,2100.0,27280
1223,11,0,16.0,4.0,2600.0,29202
1224,11,0,16.0,4.0,1950.0,24552
1225,11,0,16.0,4.0,2600.0,29760
1226,11,0,16.0,4.0,2110.0,26908
1227,11,0,16.0,4.0,2000.0,24552
1228,11,0,16.0,4.0,1300.0,24366
1229,11,0,32.0,4.0,2600.0,26226
1230,11,0,16.0,4.0,2600.0,28334
1231,11,0,16.0,4.0,2000.0,22196
1232,11,0,16.0,4.0,2000.0,22196
1233,11,0,32.0,4.0,2600.0,25482
1234,11,0,32.0,4.0,2600.0,28582
1235,11,0,32.0,4.0,2040.0,25172
1236,11,0,32.0,4.0,2100.0,27094
1237,11,0,32.0,4.0,2100.0,26226
1238,11,0,32.0,4.0,2100.0,28706
1239,11,0,16.0,4.0,2100.0,22754
1240,11,0,32.0,4.0,2100.0,27900
1241,11,0,16.0,4.0,3300.0,29388
1242,11,0,16.0,4.0,1650.0,24924
1243,11,0,32.0,4.0,2100.0,27094
1244,11,0,16.0,4.0,1800.0,26102
1245,11,0,16.0,4.0,1800.0,25854
1246,11,0,32.0,4.0,1800.0,23312
1247,11,0,16.0,4.0,3200.0,22568
1248,11,0,16.0,4.0,1230.0,23684
1249,11,0,32.0,4.0,1860.0,27280
1250,11,0,16.0,4.0,2000.0,26288
1251,11,0,32.0,4.0,2300.0,26474
1252,11,0,32.0,4.0,2300.0,23064
1253,11,0,16.0,4.0,1650.0,21390
1254,11,0,16.0,4.0,1650.0,25048
1255,11,0,128.0,4.0,4200.0,33604
1256,11,0,64.0,4.0,3650.0,31124
1257,11,0,128.0,4.0,3340.0,31558
